Job Title,Department,Age,Gender,Marital Status,Years of Service,Mode of Exit,Date of Exit,Reasons For Exit,Salary,Status
Sales Executive,IT & Software,45,Female,Single,8,,,,278.42,0
HR Specialist,Field Operations,51,Female,Married,2,,,,665.38,0
Marketing Analyst,Project Management,60,Male,Married,2,Retirement,1/2/2024,Personal reasons,185.625,1
IT Support Engineer,Data Analytics,45,Male,Single,7,,,,587.58,0
Network Engineer,Field Operations,27,Female,Married,6,,,,732.58,0
IT Support Engineer,Field Operations,24,Female,Married,7,,,,475.63,0
Sales Executive,Project Management,60,Female,Married,2,Retirement,2/13/2024,Work-life balance,218.9166667,1
HR Specialist,Field Operations,34,Female,Married,8,,,,243.63,0
Network Engineer,Sales & Marketing,22,Male,Married,3,,,,162.04,0
Data Scientist,Human Resources,25,Female,Single,4,,,,230.04,0
Network Engineer,Sales & Marketing,34,Female,Married,6,,,,242.13,0
Customer Support Agent,Data Analytics,43,Female,Married,5,,,,323.5,0
IT Support Engineer,Customer Service,38,Female,Married,2,Resignation,8/12/2024,Pursuing education,433.625,1
Sales Executive,Data Analytics,54,Female,Married,6,,,,164.54,0
Product Manager,Customer Service,43,Female,Single,6,,,,300.42,0
Billing Specialist,Data Analytics,58,Female,Single,4,,,,339.5,0
Telecom Technician,Billing,57,Male,Married,3,,,,635.17,0
IT Support Engineer,IT & Software,52,Male,Single,8,,,,338.42,0
Project Manager,Network Operations,60,Female,Married,4,Retirement,12/5/2024,End of service,351.0,1
Telecom Technician,Field Operations,25,Female,Married,8,,,,669.58,0
IT Support Engineer,IT & Software,34,Male,Single,8,,,,388.04,0
Billing Specialist,Network Operations,25,Male,Married,7,,,,497.79,0
IT Support Engineer,Project Management,38,Male,Single,6,,,,317.54,0
HR Specialist,Project Management,25,Male,Single,5,,,,249.13,0
Software Developer,Network Operations,44,Female,Married,2,Resignation,11/20/2024,Policy violation,690.0416667,1
Billing Specialist,Data Analytics,52,Male,Married,7,,,,184.17,0
Network Engineer,Field Operations,58,Male,Married,4,,,,313.04,0
Network Engineer,Project Management,23,Female,Married,4,,,,334.04,0
Marketing Analyst,Customer Service,54,Male,Married,6,,,,162.92,0
Sales Executive,Billing,35,Female,Single,6,,,,437.33,0
Marketing Analyst,Project Management,40,Male,Married,7,,,,631.83,0
Telecom Technician,Field Operations,43,Male,Single,5,,,,194.75,0
Customer Support Agent,Billing,52,Female,Single,4,,,,235.17,0
Sales Executive,Sales & Marketing,51,Male,Married,2,,,,406.13,0
Software Developer,Sales & Marketing,50,Male,Single,5,,,,391.29,0
Project Manager,Customer Service,60,Female,Single,8,Retirement,5/18/2023,Work-life balance,229.5833333,1
Data Scientist,Human Resources,27,Male,Single,8,,,,371.25,0
Marketing Analyst,IT & Software,28,Female,Married,3,,,,560.88,0
HR Specialist,Billing,48,Male,Married,4,Termination,6/8/2023,Policy violation,197.5416667,1
Software Developer,Data Analytics,24,Female,Single,2,,,,373.0,0
Sales Executive,Sales & Marketing,44,Male,Single,2,,,,370.54,0
Software Developer,IT & Software,35,Male,Married,8,,,,326.79,0
Sales Executive,Sales & Marketing,47,Female,Married,5,,,,202.42,0
HR Specialist,Customer Service,60,Female,Single,6,Retirement,5/24/2024,Personal reasons,568.8333333,1
Software Developer,Billing,43,Female,Married,4,,,,688.67,0
Data Scientist,Data Analytics,27,Female,Married,3,,,,335.0,0
Billing Specialist,Network Operations,60,Male,Single,7,Retirement,10/19/2023,Work-life balance,338.3333333,1
Data Scientist,IT & Software,30,Male,Single,6,,,,199.38,0
Billing Specialist,IT & Software,34,Male,Single,3,,,,292.25,0
Software Developer,Customer Service,39,Male,Married,7,Resignation,4/12/2024,End of service,204.3333333,1
Billing Specialist,Field Operations,51,Female,Single,3,,,,189.92,0
Telecom Technician,Network Operations,49,Male,Single,8,,,,493.33,0
Data Scientist,Billing,45,Female,Married,8,,,,507.33,0
Product Manager,Data Analytics,50,Female,Married,7,,,,254.33,0
Product Manager,Field Operations,46,Female,Married,6,,,,156.04,0
Project Manager,Network Operations,42,Female,Single,5,,,,291.88,0
Software Developer,Billing,49,Male,Married,2,,,,398.67,0
IT Support Engineer,Human Resources,55,Female,Single,2,Termination,8/24/2023,Policy violation,270.1666667,1
Telecom Technician,Billing,31,Male,Single,7,,,,246.5,0
HR Specialist,IT & Software,46,Male,Married,10,Termination,1/7/2025,Personal reasons,426.0,1
IT Support Engineer,Sales & Marketing,39,Female,Single,8,,,,495.5,0
Marketing Analyst,Sales & Marketing,54,Female,Single,1,,,,297.54,0
IT Support Engineer,Human Resources,30,Female,Married,4,Resignation,8/11/2023,Personal reasons,376.0416667,1
Software Developer,Data Analytics,47,Male,Single,4,,,,203.83,0
Project Manager,Sales & Marketing,53,Male,Single,8,,,,154.13,0
HR Specialist,Human Resources,29,Male,Married,8,,,,153.17,0
Telecom Technician,Customer Service,60,Female,Married,2,Retirement,7/10/2023,Personal reasons,438.3333333,1
Billing Specialist,Project Management,52,Male,Single,4,,,,145.0,0
Customer Support Agent,Project Management,42,Female,Single,5,,,,513.92,0
Software Developer,Billing,54,Male,Single,8,,,,369.54,0
Telecom Technician,Data Analytics,45,Female,Married,4,Termination,9/25/2024,Pursuing education,339.4166667,1
Marketing Analyst,Customer Service,43,Male,Married,3,,,,563.13,0
HR Specialist,Field Operations,43,Male,Married,1,Resignation,6/25/2024,Performance issues,472.125,1
HR Specialist,Human Resources,24,Male,Single,3,,,,159.83,0
Network Engineer,Field Operations,34,Male,Single,6,,,,331.25,0
Telecom Technician,Human Resources,59,Female,Single,10,Termination,5/28/2023,Restructuring,347.2916667,1
Product Manager,Human Resources,41,Male,Single,7,,,,535.38,0
Marketing Analyst,Human Resources,60,Female,Single,4,Retirement,9/15/2024,Career growth,443.4166667,1
Billing Specialist,Sales & Marketing,26,Male,Single,8,,,,343.92,0
Network Engineer,Data Analytics,37,Female,Married,4,,,,385.83,0
Billing Specialist,Field Operations,28,Male,Married,1,,,,338.67,0
Telecom Technician,Network Operations,25,Male,Single,6,,,,268.5,0
Data Scientist,Field Operations,52,Female,Married,2,,,,439.17,0
Sales Executive,Sales & Marketing,60,Female,Married,6,Resignation,3/14/2024,End of service,225.0,1
IT Support Engineer,Customer Service,58,Male,Single,7,Termination,9/10/2023,Pursuing education,339.7916667,1
Customer Support Agent,Network Operations,34,Female,Single,4,,,,512.5,0
Telecom Technician,Customer Service,32,Female,Single,1,,,,457.25,0
Project Manager,IT & Software,26,Male,Single,3,,,,443.25,0
Billing Specialist,Customer Service,58,Male,Married,2,Termination,2/14/2024,Better opportunity,303.75,1
Software Developer,Human Resources,56,Male,Single,6,,,,387.58,0
Project Manager,Project Management,60,Male,Married,3,Retirement,8/25/2022,Restructuring,659.0416667,1
HR Specialist,Network Operations,49,Male,Married,6,,,,317.88,0
Customer Support Agent,IT & Software,44,Male,Single,4,,,,345.04,0
IT Support Engineer,Data Analytics,35,Female,Single,7,,,,490.54,0
Software Developer,IT & Software,57,Female,Single,5,,,,156.5,0
HR Specialist,Sales & Marketing,55,Male,Single,3,,,,313.63,0
Software Developer,Human Resources,41,Male,Single,6,,,,494.75,0
Telecom Technician,Field Operations,24,Male,Married,8,,,,266.29,0
IT Support Engineer,IT & Software,32,Male,Single,1,,,,524.5,0
Telecom Technician,IT & Software,53,Male,Single,2,Resignation,1/5/2024,Work-life balance,390.6666667,1
Marketing Analyst,Field Operations,48,Female,Single,7,,,,158.13,0
Software Developer,Sales & Marketing,56,Female,Married,3,,,,425.42,0
Project Manager,Customer Service,55,Female,Single,7,Resignation,8/5/2023,Career growth,177.625,1
Billing Specialist,Billing,37,Female,Single,7,,,,427.92,0
Network Engineer,Billing,48,Female,Married,8,,,,314.5,0
Telecom Technician,IT & Software,51,Female,Single,8,,,,310.0,0
Software Developer,Network Operations,33,Female,Married,6,,,,256.08,0
Product Manager,Network Operations,25,Female,Married,7,,,,187.42,0
IT Support Engineer,Customer Service,41,Female,Married,2,,,,297.63,0
Project Manager,Field Operations,43,Male,Married,5,,,,302.75,0
Data Scientist,Project Management,53,Female,Married,6,,,,179.79,0
IT Support Engineer,Network Operations,36,Male,Single,4,,,,259.29,0
Sales Executive,IT & Software,41,Female,Married,3,Termination,2/1/2025,Pursuing education,321.4166667,1
Product Manager,Customer Service,26,Male,Married,8,,,,593.63,0
HR Specialist,Data Analytics,54,Female,Married,2,Resignation,5/18/2023,Better opportunity,305.0416667,1
Billing Specialist,Data Analytics,45,Female,Single,2,,,,247.33,0
Project Manager,IT & Software,31,Female,Married,6,Resignation,7/31/2023,Policy violation,431.5,1
Customer Support Agent,Customer Service,56,Female,Married,1,,,,239.38,0
Customer Support Agent,IT & Software,60,Male,Single,4,Retirement,11/28/2024,Restructuring,198.0833333,1
Software Developer,Human Resources,41,Male,Married,8,,,,279.83,0
Project Manager,Billing,55,Male,Married,6,,,,362.25,0
Sales Executive,Customer Service,49,Female,Single,2,,,,238.42,0
IT Support Engineer,Human Resources,47,Male,Married,3,,,,519.92,0
Data Scientist,Sales & Marketing,50,Female,Married,10,Termination,10/20/2023,Work-life balance,146.8333333,1
Telecom Technician,IT & Software,39,Female,Married,8,,,,170.75,0
Network Engineer,Customer Service,32,Male,Single,3,,,,229.79,0
Billing Specialist,Network Operations,25,Female,Single,3,,,,343.33,0
HR Specialist,Data Analytics,57,Female,Married,5,,,,292.08,0
Sales Executive,IT & Software,36,Male,Single,5,Resignation,12/19/2024,Policy violation,158.0416667,1
Network Engineer,IT & Software,58,Female,Married,7,,,,201.88,0
Customer Support Agent,Data Analytics,54,Female,Single,8,,,,407.5,0
Software Developer,Customer Service,41,Female,Single,8,,,,692.67,0
Network Engineer,Project Management,34,Female,Married,3,,,,283.33,0
Project Manager,IT & Software,60,Male,Single,4,Retirement,6/8/2024,Better opportunity,347.375,1
Product Manager,Network Operations,30,Female,Single,3,,,,368.42,0
HR Specialist,Customer Service,43,Female,Married,3,,,,279.08,0
IT Support Engineer,Data Analytics,40,Male,Married,5,,,,349.04,0
HR Specialist,Human Resources,28,Female,Single,2,,,,342.08,0
Sales Executive,Sales & Marketing,41,Female,Single,7,,,,505.92,0
Marketing Analyst,Billing,25,Female,Married,7,,,,245.54,0
Product Manager,Data Analytics,41,Female,Married,2,Termination,5/9/2023,Work-life balance,150.125,1
Telecom Technician,Field Operations,44,Female,Married,6,,,,367.92,0
Telecom Technician,Project Management,44,Male,Single,7,Termination,10/9/2024,Restructuring,325.5833333,1
Customer Support Agent,Customer Service,29,Female,Married,7,,,,134.33,0
Data Scientist,Field Operations,44,Male,Married,7,,,,216.88,0
Billing Specialist,IT & Software,54,Male,Single,3,,,,471.08,0
Telecom Technician,Field Operations,47,Female,Married,8,,,,151.75,0
IT Support Engineer,Project Management,57,Male,Single,8,,,,231.0,0
HR Specialist,IT & Software,34,Female,Married,8,,,,339.92,0
IT Support Engineer,Network Operations,50,Female,Married,2,,,,522.88,0
Marketing Analyst,Project Management,32,Female,Married,1,,,,299.58,0
Billing Specialist,Customer Service,39,Female,Married,4,Resignation,4/4/2024,Better opportunity,684.4166667,1
HR Specialist,Project Management,31,Female,Married,3,,,,436.75,0
IT Support Engineer,IT & Software,60,Female,Single,6,Retirement,4/15/2024,Personal reasons,189.3333333,1
HR Specialist,Field Operations,41,Male,Single,3,Resignation,9/26/2023,End of service,386.25,1
Network Engineer,Field Operations,60,Female,Married,5,Retirement,3/15/2023,End of service,370.5416667,1
Marketing Analyst,Field Operations,56,Female,Single,4,Termination,4/19/2024,End of service,398.8333333,1
Telecom Technician,IT & Software,43,Male,Single,5,,,,318.0,0
Customer Support Agent,Data Analytics,33,Male,Single,2,,,,355.33,0
Marketing Analyst,Field Operations,56,Female,Single,1,Termination,8/27/2024,Performance issues,276.125,1
Billing Specialist,Sales & Marketing,47,Female,Married,10,Resignation,12/31/2023,Restructuring,346.2916667,1
HR Specialist,Customer Service,32,Male,Single,4,,,,296.79,0
Product Manager,Field Operations,43,Female,Single,4,,,,186.25,0
Marketing Analyst,Field Operations,55,Female,Married,7,,,,266.38,0
Project Manager,Project Management,30,Male,Married,3,,,,501.79,0
Software Developer,Field Operations,22,Female,Married,8,Resignation,8/4/2023,Restructuring,153.8333333,1
Telecom Technician,IT & Software,52,Female,Married,8,,,,455.17,0
Customer Support Agent,Sales & Marketing,29,Male,Married,3,,,,222.58,0
Telecom Technician,Billing,33,Male,Single,5,,,,292.29,0
Data Scientist,Project Management,36,Female,Married,6,Resignation,7/4/2023,Personal reasons,555.75,1
IT Support Engineer,Network Operations,41,Male,Single,4,,,,342.17,0
Telecom Technician,Customer Service,44,Female,Single,2,,,,243.29,0
Sales Executive,Data Analytics,31,Female,Single,7,,,,266.42,0
Network Engineer,Network Operations,34,Female,Married,1,,,,471.13,0
Billing Specialist,Sales & Marketing,52,Male,Single,2,Termination,11/12/2024,Career growth,291.2916667,1
Project Manager,IT & Software,42,Male,Married,5,,,,457.83,0
Billing Specialist,Sales & Marketing,37,Male,Married,4,,,,127.13,0
Project Manager,Human Resources,28,Female,Married,6,,,,311.08,0
Customer Support Agent,Customer Service,46,Female,Single,8,,,,377.08,0
Product Manager,Network Operations,53,Male,Single,3,,,,312.75,0
Network Engineer,Network Operations,60,Male,Married,2,Retirement,3/2/2024,Pursuing education,456.8333333,1
Network Engineer,Data Analytics,36,Male,Single,7,,,,439.63,0
Product Manager,IT & Software,60,Male,Married,9,Retirement,5/27/2023,Career growth,529.375,1
IT Support Engineer,Network Operations,44,Female,Married,2,Resignation,3/28/2023,Restructuring,407.5,1
Marketing Analyst,IT & Software,57,Male,Single,3,,,,326.5,0
Data Scientist,Network Operations,47,Female,Single,8,,,,477.0,0
Project Manager,Network Operations,42,Male,Married,6,,,,171.25,0
HR Specialist,IT & Software,26,Female,Single,6,,,,189.58,0
Network Engineer,Field Operations,56,Female,Married,8,Termination,8/3/2023,Personal reasons,254.5,1
Data Scientist,Data Analytics,35,Female,Married,6,,,,415.75,0
Customer Support Agent,IT & Software,40,Male,Married,2,,,,254.04,0
IT Support Engineer,Project Management,48,Male,Single,5,,,,336.63,0
Sales Executive,Project Management,48,Male,Single,1,,,,241.13,0
Software Developer,IT & Software,44,Male,Single,2,,,,388.79,0
Network Engineer,Data Analytics,56,Female,Single,6,,,,355.58,0
Telecom Technician,Network Operations,54,Male,Married,3,,,,333.13,0
Data Scientist,Data Analytics,29,Female,Married,8,,,,568.88,0
Sales Executive,Human Resources,60,Female,Married,2,Retirement,9/18/2023,Work-life balance,371.875,1
Marketing Analyst,Project Management,27,Female,Single,2,,,,435.29,0
Software Developer,Field Operations,56,Female,Single,4,,,,147.0,0
HR Specialist,IT & Software,31,Male,Single,5,,,,372.5,0
Customer Support Agent,Data Analytics,26,Female,Single,8,,,,495.13,0
Network Engineer,Network Operations,37,Female,Single,8,,,,288.33,0
Network Engineer,Project Management,34,Male,Single,6,,,,460.88,0
Project Manager,Billing,53,Female,Married,3,,,,313.92,0
Customer Support Agent,Field Operations,46,Female,Single,3,,,,435.88,0
Product Manager,Billing,38,Female,Married,5,,,,469.92,0
Telecom Technician,Human Resources,25,Female,Single,8,,,,521.04,0
Network Engineer,Sales & Marketing,30,Male,Single,2,Termination,1/1/2025,Policy violation,223.125,1
Project Manager,IT & Software,50,Female,Married,8,,,,223.29,0
IT Support Engineer,Billing,48,Female,Married,7,Termination,8/15/2023,Performance issues,432.7916667,1
IT Support Engineer,Customer Service,34,Female,Single,6,,,,514.25,0
Customer Support Agent,Field Operations,32,Female,Married,2,,,,491.38,0
Project Manager,Field Operations,52,Male,Single,7,Termination,11/2/2023,Personal reasons,341.875,1
Telecom Technician,Customer Service,49,Female,Married,7,,,,566.08,0
Billing Specialist,Billing,39,Male,Single,8,,,,312.13,0
Customer Support Agent,Data Analytics,46,Male,Married,8,,,,582.5,0
Project Manager,Data Analytics,26,Male,Married,7,,,,297.5,0
IT Support Engineer,Field Operations,57,Male,Single,2,,,,132.5,0
HR Specialist,Human Resources,35,Male,Married,3,,,,573.58,0
Product Manager,Billing,28,Male,Single,5,,,,548.38,0
Marketing Analyst,IT & Software,55,Female,Married,3,,,,291.29,0
Network Engineer,Sales & Marketing,40,Female,Married,3,,,,347.54,0
Network Engineer,Billing,59,Male,Single,7,Termination,3/17/2023,Performance issues,451.5416667,1
HR Specialist,Billing,22,Male,Single,8,,,,429.29,0
HR Specialist,IT & Software,24,Male,Single,2,,,,142.17,0
HR Specialist,Network Operations,25,Female,Married,2,,,,151.92,0
Product Manager,IT & Software,41,Male,Single,6,Resignation,10/26/2024,Work-life balance,443.9166667,1
HR Specialist,Human Resources,49,Male,Married,4,,,,223.29,0
Network Engineer,IT & Software,26,Male,Single,7,Termination,4/11/2024,Policy violation,345.0833333,1
Sales Executive,Project Management,23,Male,Married,6,,,,572.83,0
Telecom Technician,Data Analytics,50,Female,Married,2,Resignation,3/3/2024,Pursuing education,314.8333333,1
Marketing Analyst,Data Analytics,33,Male,Married,2,,,,334.04,0
Project Manager,Field Operations,43,Male,Married,4,Resignation,8/7/2023,Personal reasons,607.2916667,1
Product Manager,Customer Service,24,Female,Married,5,,,,396.13,0
IT Support Engineer,Network Operations,52,Male,Single,2,,,,262.92,0
Network Engineer,Field Operations,44,Male,Married,5,,,,318.17,0
Customer Support Agent,Sales & Marketing,37,Female,Single,3,,,,258.38,0
IT Support Engineer,Billing,30,Male,Married,5,Resignation,9/6/2023,Restructuring,296.75,1
Product Manager,Human Resources,50,Male,Single,8,,,,341.04,0
Telecom Technician,Human Resources,25,Male,Single,7,,,,423.83,0
Software Developer,IT & Software,23,Male,Married,2,,,,290.67,0
HR Specialist,Data Analytics,53,Male,Single,3,,,,305.75,0
Product Manager,Human Resources,29,Female,Single,5,,,,342.58,0
Marketing Analyst,Sales & Marketing,34,Male,Married,6,,,,307.25,0
Billing Specialist,Project Management,50,Male,Married,6,Resignation,11/9/2023,Better opportunity,286.4166667,1
IT Support Engineer,Field Operations,38,Female,Married,8,,,,372.04,0
IT Support Engineer,Network Operations,40,Male,Married,7,Resignation,7/2/2023,Career growth,217.2916667,1
HR Specialist,Data Analytics,51,Male,Single,7,,,,473.33,0
Software Developer,Project Management,51,Male,Married,3,,,,415.54,0
Software Developer,Sales & Marketing,38,Female,Single,6,,,,193.83,0
Data Scientist,Customer Service,47,Male,Married,6,Termination,6/16/2023,Performance issues,469.5833333,1
Sales Executive,Network Operations,33,Male,Married,4,,,,164.83,0
Billing Specialist,Data Analytics,54,Male,Single,6,,,,339.08,0
Project Manager,Customer Service,60,Female,Married,4,Retirement,1/31/2024,Pursuing education,203.125,1
Sales Executive,Project Management,32,Female,Married,6,,,,403.13,0
Network Engineer,Sales & Marketing,60,Male,Married,1,Retirement,7/14/2024,Restructuring,620.25,1
Marketing Analyst,Field Operations,56,Male,Married,8,,,,217.92,0
Product Manager,Human Resources,49,Male,Single,8,,,,500.5,0
Telecom Technician,Sales & Marketing,25,Female,Single,2,,,,273.25,0
Data Scientist,Data Analytics,58,Female,Single,5,,,,466.29,0
Network Engineer,Network Operations,24,Female,Single,5,,,,396.29,0
Billing Specialist,Data Analytics,27,Female,Single,8,Termination,7/11/2024,Policy violation,463.1666667,1
Product Manager,Sales & Marketing,28,Female,Married,4,,,,509.42,0
Project Manager,Data Analytics,43,Female,Married,6,,,,680.13,0
Network Engineer,Human Resources,22,Female,Married,8,,,,352.83,0
Sales Executive,Network Operations,31,Female,Single,5,,,,289.13,0
HR Specialist,Billing,56,Male,Married,4,,,,179.29,0
Product Manager,IT & Software,25,Male,Married,2,,,,422.75,0
Customer Support Agent,Customer Service,56,Male,Single,1,,,,328.58,0
HR Specialist,IT & Software,25,Female,Married,8,,,,514.17,0
Customer Support Agent,Data Analytics,49,Male,Married,4,,,,387.75,0
HR Specialist,Network Operations,24,Female,Married,8,,,,309.79,0
Software Developer,Sales & Marketing,55,Female,Single,7,,,,415.25,0
Project Manager,Sales & Marketing,34,Male,Single,2,,,,219.5,0
Billing Specialist,Data Analytics,24,Female,Married,8,,,,159.13,0
Software Developer,Field Operations,32,Male,Single,3,,,,205.33,0
Software Developer,Field Operations,43,Female,Single,2,Termination,5/20/2023,Personal reasons,415.375,1
Sales Executive,Sales & Marketing,36,Female,Married,8,,,,363.38,0
Marketing Analyst,Project Management,42,Male,Married,3,,,,503.29,0
Customer Support Agent,Sales & Marketing,47,Female,Married,3,,,,221.38,0
Sales Executive,Human Resources,33,Male,Married,7,Resignation,12/10/2024,Better opportunity,315.9166667,1
Data Scientist,Network Operations,31,Male,Married,3,,,,388.33,0
HR Specialist,Human Resources,29,Female,Single,3,,,,196.79,0
Project Manager,Customer Service,43,Female,Single,8,,,,386.04,0
Billing Specialist,Network Operations,45,Male,Married,8,,,,641.04,0
Customer Support Agent,Field Operations,49,Male,Married,4,,,,389.5,0
Sales Executive,Sales & Marketing,26,Female,Married,7,,,,336.04,0
Sales Executive,Data Analytics,47,Female,Single,1,,,,268.25,0
Network Engineer,Human Resources,25,Female,Single,8,,,,187.58,0
Billing Specialist,Field Operations,55,Female,Married,8,,,,339.29,0
Customer Support Agent,Data Analytics,38,Female,Married,4,,,,191.25,0
Sales Executive,IT & Software,29,Male,Married,3,,,,303.0,0
IT Support Engineer,Human Resources,45,Female,Single,5,,,,554.04,0
Billing Specialist,IT & Software,44,Female,Married,8,,,,368.54,0
Software Developer,Project Management,45,Female,Single,2,Termination,6/13/2024,Pursuing education,589.5833333,1
Product Manager,Customer Service,46,Male,Married,9,Resignation,3/5/2024,Policy violation,362.375,1
IT Support Engineer,Field Operations,45,Female,Married,4,,,,284.83,0
Telecom Technician,Field Operations,49,Female,Single,3,,,,215.33,0
Customer Support Agent,Sales & Marketing,51,Female,Married,3,,,,170.38,0
Software Developer,Customer Service,58,Female,Married,6,,,,382.83,0
Data Scientist,Field Operations,49,Male,Single,6,,,,403.83,0
Marketing Analyst,Project Management,52,Female,Single,8,,,,664.75,0
Software Developer,IT & Software,58,Female,Single,5,,,,292.42,0
Software Developer,IT & Software,32,Female,Married,5,,,,619.58,0
Software Developer,Network Operations,43,Female,Married,2,,,,316.54,0
Project Manager,Customer Service,54,Male,Married,2,,,,650.42,0
Customer Support Agent,Field Operations,50,Male,Single,2,,,,343.0,0
IT Support Engineer,Data Analytics,56,Female,Single,3,,,,392.0,0
IT Support Engineer,Sales & Marketing,55,Female,Married,8,Resignation,6/24/2023,Work-life balance,385.2916667,1
Billing Specialist,IT & Software,28,Male,Married,4,,,,407.88,0
Project Manager,Billing,38,Female,Single,4,,,,211.92,0
Software Developer,IT & Software,60,Male,Married,2,Retirement,2/10/2023,Performance issues,282.7916667,1
Data Scientist,IT & Software,42,Female,Single,8,,,,308.83,0
Sales Executive,Network Operations,60,Female,Married,7,Retirement,11/11/2024,Better opportunity,191.5,1
Customer Support Agent,Human Resources,52,Female,Married,4,,,,721.58,0
Marketing Analyst,Customer Service,45,Female,Married,8,Termination,1/15/2024,End of service,349.5416667,1
Software Developer,Network Operations,37,Female,Married,7,,,,321.92,0
Marketing Analyst,IT & Software,53,Male,Single,7,,,,292.5,0
Sales Executive,Data Analytics,38,Male,Single,3,,,,524.13,0
Sales Executive,Customer Service,24,Female,Single,1,,,,263.04,0
Telecom Technician,Sales & Marketing,46,Male,Married,6,,,,352.79,0
Customer Support Agent,IT & Software,26,Female,Married,7,,,,132.88,0
Network Engineer,Data Analytics,37,Female,Married,5,,,,489.67,0
Telecom Technician,Customer Service,25,Male,Single,3,,,,442.04,0
Product Manager,Network Operations,32,Male,Single,5,,,,227.13,0
IT Support Engineer,Sales & Marketing,58,Female,Married,4,,,,369.5,0
Software Developer,Project Management,39,Female,Single,5,,,,232.79,0
Data Scientist,Customer Service,26,Female,Married,2,,,,519.29,0
Sales Executive,Billing,37,Male,Single,2,Termination,12/17/2024,Policy violation,444.5416667,1
Customer Support Agent,Network Operations,25,Male,Married,4,,,,429.75,0
Marketing Analyst,Data Analytics,25,Male,Married,7,,,,423.17,0
IT Support Engineer,Customer Service,27,Female,Single,2,,,,235.67,0
Billing Specialist,Customer Service,30,Female,Married,5,Termination,2/9/2025,Policy violation,272.0,1
Billing Specialist,Sales & Marketing,35,Male,Married,2,,,,459.54,0
Billing Specialist,Field Operations,26,Male,Single,4,,,,176.13,0
Data Scientist,Customer Service,51,Female,Married,6,,,,416.75,0
Data Scientist,Field Operations,48,Female,Married,8,,,,523.67,0
Product Manager,Sales & Marketing,60,Male,Single,2,Retirement,10/26/2023,Pursuing education,402.1666667,1
Network Engineer,Project Management,27,Male,Married,6,,,,526.0,0
Marketing Analyst,Data Analytics,52,Male,Single,3,,,,351.83,0
Telecom Technician,Data Analytics,22,Male,Married,6,,,,297.42,0
Network Engineer,Customer Service,39,Female,Married,4,Resignation,8/25/2023,Better opportunity,359.625,1
Product Manager,Human Resources,54,Female,Married,3,,,,182.33,0
IT Support Engineer,Project Management,48,Male,Single,7,,,,521.17,0
HR Specialist,Customer Service,51,Female,Married,6,,,,519.42,0
Project Manager,Network Operations,40,Male,Single,3,,,,577.25,0
Telecom Technician,Sales & Marketing,55,Male,Single,2,,,,430.88,0
Software Developer,Human Resources,25,Female,Single,7,,,,288.17,0
Software Developer,IT & Software,50,Male,Married,8,,,,305.63,0
IT Support Engineer,Sales & Marketing,55,Male,Single,4,,,,554.33,0
Marketing Analyst,Sales & Marketing,25,Female,Single,1,,,,346.67,0
Telecom Technician,Billing,28,Male,Married,6,,,,223.33,0
Customer Support Agent,Human Resources,43,Female,Married,8,,,,137.63,0
IT Support Engineer,Data Analytics,52,Male,Married,2,,,,714.75,0
Software Developer,Project Management,59,Male,Married,4,Termination,9/9/2023,Better opportunity,402.25,1
Telecom Technician,Sales & Marketing,46,Female,Single,2,,,,359.13,0
Telecom Technician,Network Operations,55,Female,Single,7,,,,285.08,0
Customer Support Agent,IT & Software,29,Female,Married,6,,,,334.42,0
Network Engineer,Network Operations,53,Male,Married,4,,,,371.0,0
HR Specialist,IT & Software,44,Male,Married,8,,,,404.83,0
Sales Executive,Sales & Marketing,40,Male,Married,4,,,,284.67,0
Project Manager,Network Operations,34,Female,Single,3,,,,212.13,0
Network Engineer,Field Operations,55,Male,Single,7,,,,617.33,0
Telecom Technician,Customer Service,27,Female,Single,4,Termination,12/23/2023,Performance issues,345.6666667,1
Telecom Technician,IT & Software,53,Female,Single,5,,,,294.67,0
Customer Support Agent,Sales & Marketing,53,Male,Married,8,,,,340.75,0
Network Engineer,Sales & Marketing,37,Female,Married,5,,,,251.54,0
Billing Specialist,Human Resources,39,Male,Married,1,Termination,9/8/2024,Performance issues,322.1666667,1
Product Manager,Billing,31,Male,Married,3,,,,244.58,0
IT Support Engineer,Data Analytics,51,Female,Single,7,,,,402.5,0
IT Support Engineer,Project Management,53,Male,Single,8,,,,320.67,0
Marketing Analyst,Customer Service,34,Male,Single,5,,,,336.04,0
HR Specialist,Customer Service,39,Female,Married,4,,,,331.88,0
Network Engineer,Sales & Marketing,26,Male,Married,8,,,,439.0,0
Customer Support Agent,Data Analytics,48,Female,Married,8,,,,349.5,0
Software Developer,Network Operations,24,Female,Single,6,,,,444.25,0
Data Scientist,Network Operations,53,Female,Married,6,,,,554.75,0
Network Engineer,Project Management,36,Female,Single,4,,,,296.67,0
Data Scientist,Project Management,60,Male,Single,1,Retirement,5/10/2023,Better opportunity,425.5,1
HR Specialist,Billing,53,Male,Married,3,,,,458.13,0
Marketing Analyst,Human Resources,47,Male,Married,4,Termination,4/23/2023,Restructuring,371.1666667,1
Software Developer,Network Operations,40,Male,Married,3,,,,456.13,0
Product Manager,IT & Software,48,Male,Married,9,Resignation,2/4/2024,Better opportunity,228.5416667,1
Data Scientist,Field Operations,38,Female,Married,2,Termination,6/25/2023,Pursuing education,173.875,1
